種別,分類,動画での表示名,団体/チーム名,団体ID,配信日,大会名,元動画タイトル,URL,動画配信元,動画配信元URL,動画配信元ロゴURL
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2017-08-15,【POV/2017】Blue Devils【Lead Trumpet】,,https://www.youtube.com/watch?v=gWQFysFLFWs,Davis Smith,https://www.youtube.com/channel/UCtO8UV-01bGwxSmggG83O-g,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2017-08-10,【POV/2017】Blue Devils【Color Guard】,,https://www.youtube.com/watch?v=9NY19YpHXP0,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2017-08-13,【POV/2017】Blue Devils【Snare】,,https://www.youtube.com/watch?v=ddvhba4YazE,Miles Kenobbie,https://www.youtube.com/channel/UCnCeN3bplk4mVMu5lLJg8vA,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2017-08-13,【POV/2017】Blue Devils【Snare】,,https://www.youtube.com/watch?v=5cV4FQ8AfW4,Miles Kenobbie,https://www.youtube.com/channel/UCnCeN3bplk4mVMu5lLJg8vA,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-01-02,【POV/2017】Blue Devils【Euphonium】,,https://www.youtube.com/watch?v=fTVJwS8aND4,Tyler Wilson,https://www.youtube.com/channel/UC-Ioric4mg409oYPCkkWDEQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-05-04,【POV/2017】Blue Devils【Snare】,,https://www.youtube.com/watch?v=q08vNO-GvJ4,FloMarching,https://www.youtube.com/channel/UCOmJ_7uzQpO804NAOWvFVkg,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-08-14,【POV/2018】Blue Devils【Drum Set】,,https://www.youtube.com/watch?v=S0E4R0GTrxE,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-11-02,【POV/2018】Blue Devils【Lead Trumpet】,,https://www.youtube.com/watch?v=DV9IP-gfKG4,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-10-26,【POV/2018】Blue Devils【Mellophone】,,https://www.youtube.com/watch?v=ifC5YF-aGzk,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-08-14,【POV/2018】Blue Devils【Snare】,,https://www.youtube.com/watch?v=HxrNuZaXKWc,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-08-14,【POV/2018】Blue Devils【Tenor】,,https://www.youtube.com/watch?v=lhzW4HWb52w,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-10-25,【POV/2018】Blue Devils【Trumpet】,,https://www.youtube.com/watch?v=U6sLgrKTtvg,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-02-20,【POV/2018】Blue Devils【Lead Trumpet】,,https://www.youtube.com/watch?v=rCrocQ1oF-Q,Joey Alegre,https://www.youtube.com/channel/UCGTohslXeQeeISkyvv019KQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2018-08-15,【POV/2018】Blue Devils【Marimba】,,https://www.youtube.com/watch?v=BNr6otzZGs4,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-08-13,【POV/2019】Blue Devils【Center Snare】,,https://www.youtube.com/watch?v=mIPb8B_foKI,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-08-13,【POV/2019】Blue Devils【Drumset】,,https://www.youtube.com/watch?v=YxjKxHiipdI,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-11-21,【POV/2019】Blue Devils【Drum Major】,,https://www.youtube.com/watch?v=GeMKzjximKY,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-08-13,【POV/2019】Blue Devils【Tenor】,,https://www.youtube.com/watch?v=DbCBSmnePy8,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-08-13,【POV/2019】Blue Devils【Xylo】,,https://www.youtube.com/watch?v=nL_utkzRDM8,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2020-02-23,【POV/2019】Blue Devils【Snare】,,https://www.youtube.com/watch?v=usB4kYB2nN8,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2020-02-26,【POV/2019】Blue Devils【Trumpet】,,https://www.youtube.com/watch?v=Fhf-J2Wkxi4,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2020-01-24,【POV/2019】Blue Devils【tuba】,,https://www.youtube.com/watch?v=8uGEGXs587M,Michael McEvoy,https://www.youtube.com/channel/UCMjdZR8e9NcuC7EJX_gEGuw,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2020-04-17,【POV/2019】Blue Devils【Lead Trumpet】,,https://www.youtube.com/watch?v=5Orpw_VlwkY,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2020-02-01,【POV/2019】Blue Devils【Lead Trumpet】,,https://www.youtube.com/watch?v=KTiC7JQ101Y,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2020-11-26,【POV/2019】Blue Devils【Drum Major】,,https://www.youtube.com/watch?v=OXSCvUn58kw,Funliner Productions,https://www.youtube.com/channel/UCAvzRkdZUrZgoo4-4yiuzpQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2022-08-14,【POV/2022】Blue Devils【Xylo】,,https://www.youtube.com/watch?v=DeJxIQiWHW0,Chris Nott,https://www.youtube.com/channel/UCZftbGODFL3ZGbb4V20QjCA,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2022-08-15,【POV/2022】Blue Devils【LEAD TRUMPET】,,https://www.youtube.com/watch?v=Ci11O5LsAt4,Adam Zapf,https://www.youtube.com/channel/UClTRmc8QToB88hcobTezlYg,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2022-08-18,【POV/2022】Blue Devils【TRUMPET】,,https://www.youtube.com/watch?v=L__TnKplI8I,Alex Gifford,https://www.youtube.com/channel/UCCZjyBA3M1CXrWULLVnTtFQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2022-08-16,【POV/2022】Blue Devils【Tenor】,,https://www.youtube.com/watch?v=hlIHWYGH2sk,Gabriel Michels,https://www.youtube.com/channel/UCb8PETKSnOw7jKloYu8pJ2Q,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2022-08-17,【POV/2022】Blue Devils【Bass】,,https://www.youtube.com/watch?v=zwZTntG3aL0,Anne Turner,https://www.youtube.com/channel/UCNZ_Fjxulp_cEnuD_6x1lPg,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2022-08-15,【POV/2022】Blue Devils【Snare】,,https://www.youtube.com/watch?v=wn1u8GrGhZM,Marching Vlogs,https://www.youtube.com/channel/UCIYIocV4w87EDHd8S7Ts3Ww,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2023-08-19,【POV/2023】Blue Devils【LEAD TRUMPET】,,https://www.youtube.com/watch?v=v0Nnmg6scPg,BrandonL,https://www.youtube.com/channel/UC4hxAQkf-7p6EscYdyPJ37g,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2023-08-16,【POV/2023】Blue Devils【Lead Mellophone】,,https://www.youtube.com/watch?v=dFB2GoQbMf8,Lucas Vai,https://www.youtube.com/channel/UC0NQfvZylziAk1e2R-XLVcA,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2024-09-05,【POV/2024】Blue Devils【FLUGEL】,,https://www.youtube.com/watch?v=nFpZv5tbhls,BrandonL,https://www.youtube.com/channel/UC4hxAQkf-7p6EscYdyPJ37g,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2024-08-12,【POV/2024】Blue Devils【LEAD TRUMPET】,,https://www.youtube.com/watch?v=YXw6Cv2Oayc,BrandonL,https://www.youtube.com/channel/UC4hxAQkf-7p6EscYdyPJ37g,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2024-08-13,【POV/2024】Blue Devils【Lead Euphonium】,,https://www.youtube.com/watch?v=w7ZHkpG_tYo,Michael Mencarini,https://www.youtube.com/channel/UCcZbHv8bWIxqX8pjvBEi0AQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2021-01-05,【POV/2019】Blue Devils【2nd Trumpet】,,https://www.youtube.com/watch?v=Alrr0ITYUTI,Sam LaSalle,https://www.youtube.com/channel/UCzTFKku3BiN1VUTUnq_CwuQ,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2024-08-18,【POV/2024】Blue Devils【Trumpet】,,https://www.youtube.com/watch?v=awxBA9yA770,Ska Shack,https://www.youtube.com/channel/UCGFFPtRbbaVcNKsIBSGatEw,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-08-17,【POV/2019】Blue Devils【Marimba】,,https://www.youtube.com/watch?v=U56e7NhQk5s,Izzy Jr.,https://www.youtube.com/channel/UCf9yPrUPZSsm8MROdy4jU9Q,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2012-02-29,【POV/2012】Blue Devils【POV】,,https://www.youtube.com/watch?v=_BadOHXWINU,DrumCorpsFilms,https://www.youtube.com/channel/UClYJ_yDp4vtg_0w7kAmiphg,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-08-16,【POV/2014】Blue Knights【Trumpet】,,https://www.youtube.com/watch?v=5F0lhnLoPeU,Riley Baisch,https://www.youtube.com/channel/UCB9UQPoLAY6CC8LSNqBGOpw,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2015-04-18,【POV/2014】Blue Knights【Battery】,,https://www.youtube.com/watch?v=uIomONeoqto,Zach Borromeo,https://www.youtube.com/channel/UCHu-kL1YR2kJUiw7ESrzTfw,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2014-10-16,【POV/2014】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=U7OW40HVL68,SammyEA,https://www.youtube.com/channel/UC0iFehN9HYKUQqizGwtvIsQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-08-23,【POV/2015】Blue Knights【Mellophone】,,https://www.youtube.com/watch?v=mYarN8raAAY,Riley Baisch,https://www.youtube.com/channel/UCB9UQPoLAY6CC8LSNqBGOpw,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2015-08-13,【POV/2015】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=Qk8f-FOFllg,SammyEA,https://www.youtube.com/channel/UC0iFehN9HYKUQqizGwtvIsQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-09-28,【POV/2016】Blue Knights【Trumpet】,,https://www.youtube.com/watch?v=EZnvZaLKX7s,Riley Baisch,https://www.youtube.com/channel/UCB9UQPoLAY6CC8LSNqBGOpw,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2016-08-16,【POV/2016】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=ET1TBywQHo4,Lane Allbee,https://www.youtube.com/channel/UCgF-EU-WF0PsUVnFAQ7fSzQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2018-09-07,【POV/2018】Blue Knights【TROMBONE】,,https://www.youtube.com/watch?v=4FJFtlVAWW8,Jacob Bradford,https://www.youtube.com/channel/UCmqK389lRu7tTSNlff_Cs7Q,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2020-05-26,【POV/2019】Blue Knights【Euphonium】,,https://www.youtube.com/watch?v=IY7_dF9JmQ8,Brian Dong,https://www.youtube.com/channel/UCHopo7bSxTPTqCUBXT1EhwA,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2019-08-18,【POV/2019】Blue Knights【Marimba】,,https://www.youtube.com/watch?v=-mZTVUBUDho,Davin Cai,https://www.youtube.com/channel/UCUCmy7sBgRNgmDaYOdlem-w,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2019-08-16,【POV/2019】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=3vArlDKtWsY,Colin Roberts,https://www.youtube.com/channel/UC7OppGBWjbS1ROjzQ0Z6-5Q,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2021-08-30,【POV/2021】Blue Knights【Colorguard】,,https://www.youtube.com/watch?v=cCs3WVDxhTI,Don't Worry About Me,https://www.youtube.com/channel/UCjVUQ2DAFT90eVjHwHK8KGw,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2021-09-03,【POV/2021】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=6OHkotcmgZM,kyle recker,https://www.youtube.com/channel/UC50f4Wnrm_Y4ClUL_fdHXag,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2021-09-02,【POV/2021】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=3xm3_ORV76U,kyle recker,https://www.youtube.com/channel/UC50f4Wnrm_Y4ClUL_fdHXag,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2021-09-27,【POV/2021】Blue Knights【Colorguard】,,https://www.youtube.com/watch?v=u2msBh21GxU,Alan Torres,https://www.youtube.com/channel/UCGbP9leNZSGVe1KF4CddlsA,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2021-08-29,【POV/2021】Blue Knights【Euph】,,https://www.youtube.com/watch?v=IZ_hrJvO05s,Sam Call,https://www.youtube.com/channel/UCKpGKrjXnjJPbc73eGZ1wsQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2021-09-15,【POV/2021】Blue Knights【Trumpet】,,https://www.youtube.com/watch?v=ApJZWuATMLM,Sam LaSalle,https://www.youtube.com/channel/UCzTFKku3BiN1VUTUnq_CwuQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2022-08-20,【POV/2022】Blue Knights【VIBE】,,https://www.youtube.com/watch?v=ZV1mo8KIIHw,Eric Day,https://www.youtube.com/channel/UCjjgdhC7YMd4NfIg-GmuS2w,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2022-11-09,【POV/2022】Blue Knights【Vibe】,,https://www.youtube.com/watch?v=tyjbiKp0bGg,Don't Worry About Me,https://www.youtube.com/channel/UCjVUQ2DAFT90eVjHwHK8KGw,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2022-08-17,【POV/2022】Blue Knights【Euphonium】,,https://www.youtube.com/watch?v=VSzg2-mbJBE,Tyler Detering,https://www.youtube.com/channel/UCDXsav_qC3TVohwu96IFTlg,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2022-10-11,【POV/2022】Blue Knights【Lead Trumpet】,,https://www.youtube.com/watch?v=a3DFHNGUAQQ,Joel Hodges,https://www.youtube.com/channel/UCkrtD6bVmKqjojZDphHofxQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-08-31,【POV/2023】Blue Knights【Euphonium】,,https://www.youtube.com/watch?v=SiIXuNlSjX0,くみちゃう,https://www.youtube.com/channel/UCJ_T1ydgB-pk72akB0W9liw,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-08-14,【POV/2023】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=K8Gz_FVLoGE,Michael Brown,https://www.youtube.com/channel/UCpG-WSwmoXyPKz2NmGOBuvA,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-08-17,【POV/2023】Blue Knights【2nd Trumpet】,,https://www.youtube.com/watch?v=jQTNjQAZd5k,Joel Hodges,https://www.youtube.com/channel/UCkrtD6bVmKqjojZDphHofxQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-08-12,【POV/2023】Blue Knights【Contra】,,https://www.youtube.com/watch?v=je9Vlqot1f4,cristian martinez,https://www.youtube.com/channel/UCNU39Ca0lrmC79kMWGE44fg,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-08-14,【POV/2023】Blue Knights【Tuba】,,https://www.youtube.com/watch?v=gP5MHRcrXhk,KeenanGlimpseMusic,https://www.youtube.com/channel/UCJWTlLdn8t6I4Djyk0OkpLQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2024-08-20,【POV/2024】Blue Knights【Xylo】,,https://www.youtube.com/watch?v=qQwzsJIFpwY,Goats Coats,https://www.youtube.com/channel/UCzLZ98xuJvewRPJw7eULJcQ,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2022-04-29,【POV/2022】Blue Knights【Marimba】,,https://www.youtube.com/watch?v=R-fiOX6wS4g,Eric Day,https://www.youtube.com/channel/UCjjgdhC7YMd4NfIg-GmuS2w,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2023-04-25,【POV/2023】Blue Knights【Marimba】,,https://www.youtube.com/watch?v=kfuOfnzb6Gw,Eric Day,https://www.youtube.com/channel/UCjjgdhC7YMd4NfIg-GmuS2w,
動画,POV,Blue Stars,Blue Stars,oer86qt,2015-08-22,【POV/2015】Blue Stars【2nd Mellophone】,,https://www.youtube.com/watch?v=1bBWszVNvGs,Mr. Williams Music,https://www.youtube.com/channel/UCJNsMph4IyzGpKBhAADSoBA,
動画,POV,Blue Stars,Blue Stars,oer86qt,2015-08-17,【POV/2015】Blue Stars【Drum Major】,,https://www.youtube.com/watch?v=U2uWbtfWdrY,Mr. Williams Music,https://www.youtube.com/channel/UCJNsMph4IyzGpKBhAADSoBA,
動画,POV,Blue Stars,Blue Stars,oer86qt,2015-08-27,【POV/2015】Blue Stars【Lead Mellophone】,,https://www.youtube.com/watch?v=Z6U-NtxWXK4,Mr. Williams Music,https://www.youtube.com/channel/UCJNsMph4IyzGpKBhAADSoBA,
動画,POV,Blue Stars,Blue Stars,oer86qt,2016-01-27,【POV/2015】Blue Stars【Trumpet】,,https://www.youtube.com/watch?v=hJ-MMknuMXo,Bill Buckets,https://www.youtube.com/channel/UC9VwDswjAwm5Dm82liX6NQg,
動画,POV,Blue Stars,Blue Stars,oer86qt,2017-08-24,【POV/2017】Blue Stars【Lead Baritone】,,https://www.youtube.com/watch?v=tARdDPNEhTk,Hunter Snow,https://www.youtube.com/channel/UCBRwZAnVfCBPGtAuwXLF3IQ,
動画,POV,Blue Stars,Blue Stars,oer86qt,2017-08-21,【POV/2017】Blue Stars【Tuba】,,https://www.youtube.com/watch?v=QtD6TjS1W6o,Hunter Snow,https://www.youtube.com/channel/UCBRwZAnVfCBPGtAuwXLF3IQ,
動画,POV,Blue Stars,Blue Stars,oer86qt,2021-10-24,【POV/2018】Blue Stars【Trumpet】,,https://www.youtube.com/watch?v=h9wR1TwqYJw,Brenden Jones,https://www.youtube.com/channel/UCNElnhAP3L1EIQQskz2lmxg,
動画,POV,Blue Stars,Blue Stars,oer86qt,2021-08-31,【POV/2021】Blue Stars【MELLO】,,https://www.youtube.com/watch?v=l1dKabmVA_c,Adam Germ,https://www.youtube.com/channel/UC8iOKxjNil_0hC4Ehzq0miA,
動画,POV,Blue Stars,Blue Stars,oer86qt,2021-08-21,【POV/2021】Blue Stars【Trumpet】,,https://www.youtube.com/watch?v=IYSrCgldGVI,TheZacman2,https://www.youtube.com/channel/UCq3reBDGsUaSiuNXo6OZiUw,
動画,POV,Blue Stars,Blue Stars,oer86qt,2022-11-05,【POV/2022】Blue Stars【Lead Baritone】,,https://www.youtube.com/watch?v=bakm7KHH5Io,Ben Novak,https://www.youtube.com/channel/UCYr_tp7S9NyhkrGruqNWtIA,
動画,POV,Blue Stars,Blue Stars,oer86qt,2022-08-17,【POV/2022】Blue Stars【Trumpet】,,https://www.youtube.com/watch?v=kOCdqK8M0KQ,Jay Hidrogo,https://www.youtube.com/channel/UCM_Zk0_AeZTidNkV_0y_0Tg,
動画,POV,Blue Stars,Blue Stars,oer86qt,2022-08-16,【POV/2022】Blue Stars【Trumpet】,,https://www.youtube.com/watch?v=wKezIjR9yL8,Cody Carter,https://www.youtube.com/channel/UCh4SQ9e0h5S0uHNbOwGiOBw,
動画,POV,Blue Stars,Blue Stars,oer86qt,2022-08-18,【POV/2022】Blue Stars【Quad】,,https://www.youtube.com/watch?v=A-Rs0lj-3eA,Devin Quads ,https://www.youtube.com/channel/UC1YTb7r-H0oGvyyIatkoE2A,
動画,POV,Blue Stars,Blue Stars,oer86qt,2023-08-16,【POV/2023】Blue Stars【Baritone】,,https://www.youtube.com/watch?v=2eL7MRYxJhw,Chase Snoots,https://www.youtube.com/channel/UCPRPFHPtfcbLswpbrYUpX0A,
動画,POV,Blue Stars,Blue Stars,oer86qt,2023-07-30,【POV/2023】Blue Stars【Baritone】,,https://www.youtube.com/watch?v=Ae8-nvvVBkg,Arman Pathan,https://www.youtube.com/channel/UCX_ZeKK2pCPK4k_w6u2HF1Q,
動画,POV,Blue Stars,Blue Stars,oer86qt,2023-08-16,【POV/2023】Blue Stars【Tuba】,,https://www.youtube.com/watch?v=Hw8UTVNHfeA,とら,https://www.youtube.com/channel/UCDrajw-Fv4XVcvX0q9IDQbQ,
動画,POV,Blue Stars,Blue Stars,oer86qt,2024-01-24,【POV/2023】Blue Stars【Trumpet】,,https://www.youtube.com/watch?v=vAWTgPnuwlQ,Cody Carter,https://www.youtube.com/channel/UCh4SQ9e0h5S0uHNbOwGiOBw,
動画,POV,Blue Stars,Blue Stars,oer86qt,2024-10-28,【POV/2024】Blue Stars【Lead Mellophone】,,https://www.youtube.com/watch?v=XxjYazdjr3c,Nate Perez,https://www.youtube.com/channel/UCw1B75JB0P7cDjHwmFHAS1Q,
動画,POV,Blue Stars,Blue Stars,oer86qt,2024-08-21,【POV/2024】Blue Stars【Trombone】,,https://www.youtube.com/watch?v=b2Hdr0kgq5s,Chase Snoots,https://www.youtube.com/channel/UCPRPFHPtfcbLswpbrYUpX0A,
動画,POV,Blue Stars,Blue Stars,oer86qt,2024-07-23,【POV/2024】Blue Stars【2nd Baritone】,,https://www.youtube.com/watch?v=FatKHIV4oV0,M.A.C Films,https://www.youtube.com/channel/UCvfUGGCq_o5-OOi-1pnZDsA,
動画,POV,Blue Stars,Blue Stars,oer86qt,2025-10-26,【POV/2024】Blue Stars【Baritone】,,https://www.youtube.com/watch?v=76LlMpWUmH0,Brady Hughes,https://www.youtube.com/channel/UCgAH0sH_fjOCxhzOyJvGBdA,
動画,POV,Blue Stars,Blue Stars,oer86qt,2024-08-17,【POV/2024】Blue Stars【Trumpet】,,https://www.youtube.com/watch?v=pnnlN0O4Zhs,Cody Carter,https://www.youtube.com/channel/UCh4SQ9e0h5S0uHNbOwGiOBw,
動画,POV,Blue Stars,Blue Stars,oer86qt,2024-08-14,【POV/2024】Blue Stars【2nd Trumpet】,,https://www.youtube.com/watch?v=Sdn-HcwjTOI,Ambrose Barsch,https://www.youtube.com/channel/UCVmRq61QYwu2U8glO9THIog,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2017-08-10,【POV/2017】Bluecoats【Baritone】,,https://www.youtube.com/watch?v=MkTkY2VOLCo,Ska Tune Network,https://www.youtube.com/channel/UCji2l5wcs6GoYJY1GgG_slQ,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2016-08-24,【POV/2016】Bluecoats【Drum Major】,,https://www.youtube.com/watch?v=0sCGZFc20X4,Silent Command,https://www.youtube.com/channel/UCD-sh-EGJMkP1NiXRN67Sqg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2019-02-22,【POV/2016】Bluecoats【Tuba】,,https://www.youtube.com/watch?v=MTLo0iOwHmU,David Whitfield,https://www.youtube.com/channel/UCQRO4kavuWg3fZt1TRroJFg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2016-08-30,【POV/2016】Bluecoats【Quad】,,https://www.youtube.com/watch?v=Beqdana_WKU,Andrew C,https://www.youtube.com/channel/UCxjSoqJK_sY9Zwj-V83tJpw,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2016-08-28,【POV/2016】Bluecoats【Tuba】,,https://www.youtube.com/watch?v=20VPgoH4hOM,Sophie Witko,https://www.youtube.com/channel/UCPJOF39Ln9SShqLEXRvYAkg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2016-08-17,【POV/2016】Bluecoats【snare】,,https://www.youtube.com/watch?v=GM-OP0GDOak,Andrew C,https://www.youtube.com/channel/UCxjSoqJK_sY9Zwj-V83tJpw,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2017-07-09,【POV/2017】Bluecoats【Tuba】,,https://www.youtube.com/watch?v=TZAvAsoNJis,David Whitfield,https://www.youtube.com/channel/UCQRO4kavuWg3fZt1TRroJFg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2018-09-12,【POV/2018】Bluecoats【baritone】,,https://www.youtube.com/watch?v=2JUGyZGzlUE,Hunter Snow,https://www.youtube.com/channel/UCBRwZAnVfCBPGtAuwXLF3IQ,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2023-01-16,【POV/2022】Bluecoats【Snare】,,https://www.youtube.com/watch?v=bcDDsiLggdI,rbass311,https://www.youtube.com/channel/UCTBHiPhxDD4-mdaIWxBfbXg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2022-08-15,【POV/2022】Bluecoats【Tenor】,,https://www.youtube.com/watch?v=dbNUkonJLkI,rbass311,https://www.youtube.com/channel/UCTBHiPhxDD4-mdaIWxBfbXg,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2022-08-15,【POV/2022】Bluecoats【Marimba】,,https://www.youtube.com/watch?v=SzKwDT_HJJA,Davin Cai,https://www.youtube.com/channel/UCUCmy7sBgRNgmDaYOdlem-w,
動画,POV,Bluecoats,Bluecoats,o1nysy0o,2022-08-18,【POV/2022】Bluecoats【Trumpet】,,https://www.youtube.com/watch?v=NlWfvxGXQQA,matthew hahn,https://www.youtube.com/channel/UC911VhpaomZjVG2H7XJWcsg,
