種別,分類,動画での表示名,団体/チーム名,団体ID,配信日,大会名,元動画タイトル,URL,動画配信元,動画配信元URL,動画配信元ロゴURL
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2018-08-17,【POV/2018】Pacific Crest【Euphonium】,,https://www.youtube.com/watch?v=uRSKf_6aAqg,Jimmy Darrow,https://www.youtube.com/channel/UCIHD0j3JrBtjyMMEvpqQ5uw,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2018-08-18,【POV/2018】Pacific Crest【Front Ensemble】,,https://www.youtube.com/watch?v=GfUK4ce7EDw,Christian Do,https://www.youtube.com/channel/UCgpVWRlhPkupBE3SVTDUMWQ,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2018-08-20,【POV/2018】Pacific Crest【POV】,,https://www.youtube.com/watch?v=HbtWCAlbkHM,Katarina,https://www.youtube.com/channel/UCUy09-pgpNJJzPyDekKZuzQ,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2019-09-02,【POV/2019】Pacific Crest【Cymbal】,,https://www.youtube.com/watch?v=qSrUl_K5K0I,andrew jaschke,https://www.youtube.com/channel/UC2pGKraKRWBuZ4k6WdoJr0w,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2021-08-29,【POV/2021】Pacific Crest【Vibe】,,https://www.youtube.com/watch?v=OGsZMll7DoQ,Nico Lyon,https://www.youtube.com/channel/UC-PVLcz2U4uO7n_kb_fKRhQ,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2021-08-16,【POV/2021】Pacific Crest【Bass 4】,,https://www.youtube.com/watch?v=K-Rv9jzKoXg,Brandon,https://www.youtube.com/channel/UCEDxQRW8XOdukYtKT0nomTg,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2021-08-16,【POV/2021】Pacific Crest【Vibe】,,https://www.youtube.com/watch?v=KNzGM6rPRsc,Brandon,https://www.youtube.com/channel/UCEDxQRW8XOdukYtKT0nomTg,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2021-11-30,【POV/2021】Pacific Crest【POV】,,https://www.youtube.com/watch?v=28_45skjJ8U,Xander Hromiak,https://www.youtube.com/channel/UC67U4ep750CdS35220CsuVw,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2022-01-01,【POV/2021】Pacific Crest【Mello】,,https://www.youtube.com/watch?v=LjF5SXPCl4I,Francis Kit 키트,https://www.youtube.com/channel/UCwpwZ_8tT5bCmd74-94wAHQ,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2022-08-29,【POV/2022】Pacific Crest【Vibe】,,https://www.youtube.com/watch?v=k4Jmp69no_4,Nico Lyon,https://www.youtube.com/channel/UC-PVLcz2U4uO7n_kb_fKRhQ,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2022-09-27,【POV/2022】Pacific Crest【3rd Euphonium】,,https://www.youtube.com/watch?v=IzaozIbHz8E,Adam Estrada,https://www.youtube.com/channel/UC8be8mMoiQsjAzLn6mA45Dg,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2022-09-03,【POV/2022】Pacific Crest【Euph】,,https://www.youtube.com/watch?v=65-Rcl8FAkg,IronByrd_1987,https://www.youtube.com/channel/UCS7rxNcSUmalveH-2cPWaTg,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2022-10-07,【POV/2022】Pacific Crest【Trumpet】,,https://www.youtube.com/watch?v=Ty7MURFxqkY,Nick G,https://www.youtube.com/channel/UCFbE2eD3WNrNNP7p7LomeEA,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2023-08-21,【POV/2023】Pacific Crest【Mello】,,https://www.youtube.com/watch?v=LYQvkiBrhPE,John Tergina,https://www.youtube.com/channel/UCtntQhCd9krmPlGwo3b7FLg,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2023-08-20,【POV/2023】Pacific Crest【Mello】,,https://www.youtube.com/watch?v=eKmJn_5UQ0Q,John Tergina,https://www.youtube.com/channel/UCtntQhCd9krmPlGwo3b7FLg,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2023-08-12,【POV/2023】Pacific Crest【Vibe】,,https://www.youtube.com/watch?v=IhpGQmFsbHY,Aidin Callas,https://www.youtube.com/channel/UCDg8Ptjwloimg23nukhQixw,
動画,POV,Pacific Crest,Pacific Crest,o1j7qer0,2023-08-24,【POV/2023】Pacific Crest【Lead Euph】,,https://www.youtube.com/watch?v=UDsBnyswUdA,Adam Estrada,https://www.youtube.com/channel/UC8be8mMoiQsjAzLn6mA45Dg,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2009-01-18,【POV/2003】Phantom Regiment【Soprano】,,https://www.youtube.com/watch?v=QTNMfKUHYuc,JeremysBugles,https://www.youtube.com/channel/UCDy8lKe06XPtaj4O0Ea9IuA,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2015-08-10,【POV/2015】Phantom Regiment【Euphonium】,,https://www.youtube.com/watch?v=DOsn33FXXKM,Tyler Wilson,https://www.youtube.com/channel/UC-Ioric4mg409oYPCkkWDEQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2019-09-03,【POV/2019】Phantom Regiment【Tuba】,,https://www.youtube.com/watch?v=FwvXAdvGPGQ,Cameron Salo,https://www.youtube.com/channel/UCy82bJxXNNFr0vG6As6-7SQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2021-08-28,【POV/2021】Phantom Regiment【Quad】,,https://www.youtube.com/watch?v=IF_Evhf7_Lg,Jacob Seem,https://www.youtube.com/channel/UC8O8_-JIDzeSgV3hMcrrQZA,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2021-08-19,【POV/2021】Phantom Regiment【Tuba】,,https://www.youtube.com/watch?v=27RjZacF0Sc,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2023-03-12,【POV/2022】Phantom Regiment【POV】,,https://www.youtube.com/watch?v=bBwHvlxqglU,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2023-03-12,【POV/2022】Phantom Regiment【POV】,,https://www.youtube.com/watch?v=aJp0UjDXEgQ,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2023-03-13,【POV/2022】Phantom Regiment【Lead Buick】,,https://www.youtube.com/watch?v=_rN4dWXbPnY,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2022-08-17,【POV/2022】Phantom Regiment【Lead Buick】,,https://www.youtube.com/watch?v=cV0_RsEEg9Q,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2022-08-17,【POV/2022】Phantom Regiment【Snare】,,https://www.youtube.com/watch?v=ZMUQfcaVYVw,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2022-08-20,【POV/2022】Phantom Regiment【Tuba】,,https://www.youtube.com/watch?v=ZSe-JbnZEPg,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2022-08-12,【POV/2022】Phantom Regiment【Lead Buick】,,https://www.youtube.com/watch?v=6957sqUcjf0,Nicholas Goldfarb,https://www.youtube.com/channel/UCsyirRqoiPvsp6WzJHqGX_A,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2023-08-18,【POV/2023】Phantom Regiment【Contra】,,https://www.youtube.com/watch?v=oKXk1VTo4KM,Philip Hudspeth,https://www.youtube.com/channel/UCYu69VPu_58-99YO8VIVGcw,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2023-08-13,【POV/2023】Phantom Regiment【Drumset】,,https://www.youtube.com/watch?v=MKJAasnBErE,Mason Webb,https://www.youtube.com/channel/UC5eaK4xq-ShSO18P5C7DwGQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2023-08-23,【POV/2023】Phantom Regiment【Lead Euphonium】,,https://www.youtube.com/watch?v=LnQt9URpfos,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2023-08-23,【POV/2023】Phantom Regiment【Quad】,,https://www.youtube.com/watch?v=JTw-kmtkAsY,Jake Wong,https://www.youtube.com/channel/UC_uFbuCFac6eMNLbxyStMlQ,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2025-01-22,【POV/2024】Phantom Regiment【POV】,,https://www.youtube.com/watch?v=kH-J1v21duU,Brayden Garland,https://www.youtube.com/channel/UCuXEVnLOoPqiEVMxUPDyFJA,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2024-11-01,【POV/2024】Phantom Regiment【top of】,,https://www.youtube.com/watch?v=tw66Da5s4pI,Silent Command,https://www.youtube.com/channel/UCD-sh-EGJMkP1NiXRN67Sqg,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2024-12-07,【POV/2024】Phantom Regiment【Snare】,,https://www.youtube.com/watch?v=HBiuLpXzq_A,Trey Thompson,https://www.youtube.com/channel/UC1MoX1TI5NJWWWMUwvHS3_A,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2024-08-14,【POV/2024】Phantom Regiment【Tuba】,,https://www.youtube.com/watch?v=YJZEmw-XA34,Matthew Cole,https://www.youtube.com/channel/UCexXHzQXUHxTCEHkX9nFIEg,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2024-10-15,【POV/2024】Phantom Regiment【colorguard】,,https://www.youtube.com/watch?v=lKY29ZDMTL4,Bailey,https://www.youtube.com/channel/UCa7V_VF_iIie1XVkijVNd3w,
動画,POV,Phantom Regiment,Phantom Regiment,odxsqnq,2024-08-11,【POV/2024】Phantom Regiment【Mellophone】,,https://www.youtube.com/watch?v=_0KFO5gh3BQ,Micah Sullivan,https://www.youtube.com/channel/UCD3jyxz1ZwnhjxGtaHhvfzA,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2024-08-17,【POV/2024】Seattle Cascades【lead mello】,,https://www.youtube.com/watch?v=hw5y-RjLw78,Farmer Villager,https://www.youtube.com/channel/UCLyYr13Rtn08Iq_zeXxUCWA,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2019-10-22,【POV/2017】River City Rhythm【Colorguard】,,https://www.youtube.com/watch?v=bjpXKHrRXsQ,Wesley Freshwater,https://www.youtube.com/channel/UC8q2TGQ1paV0S9ctCwG2Jww,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2023-04-26,【POV/2023】River City Rhythm【Marimba】,,https://www.youtube.com/watch?v=1HrMF5M4zic,Andy Nguyen,https://www.youtube.com/channel/UCqN1fsoxTcQubF3qnGUoeWw,
動画,POV,River City Rhythm,River City Rhythm,o1etixpn,2024-04-26,【POV/2024】River City Rhythm【Marimba】,,https://www.youtube.com/watch?v=_TlSEawCPEM,Andy Nguyen,https://www.youtube.com/channel/UCqN1fsoxTcQubF3qnGUoeWw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2018-09-11,【POV/2018】Santa Clara Vanguard【Mello】,,https://www.youtube.com/watch?v=qeOXPU-8aAk,Matt Bowman,https://www.youtube.com/channel/UCUj8oU64BEYGAqwnLQtAlrw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2018-08-23,【POV/2018】Santa Clara Vanguard【Mellophone】,,https://www.youtube.com/watch?v=AZviq1iAuXg,Jose Arredondo,https://www.youtube.com/channel/UCSzNSr6DCxay7UfnvcT7TXQ,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2018-09-01,【POV/2018】Santa Clara Vanguard【Snare】,,https://www.youtube.com/watch?v=5wfRlxWaj2w,FloMarching,https://www.youtube.com/channel/UCOmJ_7uzQpO804NAOWvFVkg,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2018-11-06,【POV/2018】Santa Clara Vanguard【Mello】,,https://www.youtube.com/watch?v=HAUewkwq9T0,Dane Pinell,https://www.youtube.com/channel/UC7tdrODOySGJivqubCdCZUw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2022-08-15,【POV/2022】Santa Clara Vanguard【Baritone】,,https://www.youtube.com/watch?v=IzuM8We79GU,Dayanara Azpeitia,https://www.youtube.com/channel/UCoii51YGfB9_wnSyroCPJDQ,
動画,POV,Mandarins,Mandarins,o16lw4sx,2022-11-29,【POV/2022】Mandarins【Euph】,,https://www.youtube.com/watch?v=ERWdeCMWGUU,Hursel Hanks,https://www.youtube.com/channel/UClvPXvE2mUNHzwmT0ChrG6Q,
動画,POV,Crossmen,Crossmen,o2b2uko,2022-10-08,【POV/2022】Crossmen【POV】,,https://www.youtube.com/watch?v=k-5xrEky20A,Thomas Hardey,https://www.youtube.com/channel/UC0GDuvKtgGku-Ka3UiYeMsg,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2024-08-13,【POV/2024】Santa Clara Vanguard【Synth 1】,,https://www.youtube.com/watch?v=qRaUnxx-FJQ,Roman Lomas,https://www.youtube.com/channel/UCosro6Wcuhw0nRefnd64bmQ,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2025-08-16,【POV/2025】Santa Clara Vanguard【Snare】,,https://www.youtube.com/watch?v=Jmn5TsnqNAk,rbass311,https://www.youtube.com/channel/UCTBHiPhxDD4-mdaIWxBfbXg,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2016-08-22,【POV/2016】Santa Clara Vanguard【Bass 2】,,https://www.youtube.com/watch?v=ebms9qtnx_Y,Jon Maynard,https://www.youtube.com/channel/UCXJikyn0qCkGezDMqEngEHw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2016-08-18,【POV/2016】Santa Clara Vanguard【Marimba】,,https://www.youtube.com/watch?v=0NkpXNpINyc,Jon Maynard,https://www.youtube.com/channel/UCXJikyn0qCkGezDMqEngEHw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2016-08-22,【POV/2016】Santa Clara Vanguard【Quad】,,https://www.youtube.com/watch?v=pB-UNAdBCjc,Jon Maynard,https://www.youtube.com/channel/UCXJikyn0qCkGezDMqEngEHw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2017-09-03,【POV/2017】Santa Clara Vanguard【Trumpet】,,https://www.youtube.com/watch?v=_yVOMQu64SU,Will Burson,https://www.youtube.com/channel/UCMRXKHBq5d4utwuEyjY-udQ,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2023-12-28,【POV/2018】Santa Clara Vanguard【POV】,,https://www.youtube.com/watch?v=Bg_vr-riIzY,Andrew Barger,https://www.youtube.com/channel/UCuLswmWP1_C3Weymds0pTCQ,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2018-08-14,【POV/2018】Santa Clara Vanguard【Mello】,,https://www.youtube.com/watch?v=JvQDAQtDStc,TheClaw,https://www.youtube.com/channel/UComct7cunQ0PJNfCZo6QfTg,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2026-05-10,【POV/2018】Santa Clara Vanguard【Quad】,,https://www.youtube.com/watch?v=rVjG9NwB1DY,Finals Sync Archive,https://www.youtube.com/channel/UCBtsi5dAJok76TW3zFsyKvQ,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2019-05-21,【POV/2018】Santa Clara Vanguard【Mello】,,https://www.youtube.com/watch?v=RkvaFE659pI,Jose Coronado,https://www.youtube.com/channel/UC7c30dsxlpMizAfVakGIgYg,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2018-08-13,【POV/2018】Santa Clara Vanguard【Timpani】,,https://www.youtube.com/watch?v=sXNnU_k7uno,kaleb hascall,https://www.youtube.com/channel/UCbjMjF_5nawkemBZPdDbZqg,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2022-08-23,【POV/2022】Santa Clara Vanguard【Baritone】,,https://www.youtube.com/watch?v=5i1UUyZcHtQ,Michael Mencarini,https://www.youtube.com/channel/UCcZbHv8bWIxqX8pjvBEi0AQ,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2022-08-21,【POV/2022】Santa Clara Vanguard【Trumpet】,,https://www.youtube.com/watch?v=96ovR7h1nAg,Danica Watanabe,https://www.youtube.com/channel/UCShs2lEtDzb7JxLVA045s_w,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2022-09-13,【POV/2022】Santa Clara Vanguard【Lead】,,https://www.youtube.com/watch?v=3f65vviO6TQ,BrandonL,https://www.youtube.com/channel/UC4hxAQkf-7p6EscYdyPJ37g,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2024-08-11,【POV/2024】Santa Clara Vanguard【Mellophone】,,https://www.youtube.com/watch?v=C1ZWx2COEJU,Ryuta Okubo,https://www.youtube.com/channel/UCfBMeBnngz-goOw5fAvyx3A,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2024-08-13,【POV/2024】Santa Clara Vanguard【Lead】,,https://www.youtube.com/watch?v=JcAsCtPQ8mM,Jonah Bourgeois,https://www.youtube.com/channel/UC7CPuRLneCH--5LJWlnQneA,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2025-05-18,【POV/2024】Santa Clara Vanguard【Tuba】,,https://www.youtube.com/watch?v=QhWHcNSFFDw,Futo Fujikura,https://www.youtube.com/channel/UCdGDGwNkcOr4-B4BxpAhvgw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2024-08-18,【POV/2024】Santa Clara Vanguard【Lead】,,https://www.youtube.com/watch?v=zt0TqqfHTew,Anthony Flores,https://www.youtube.com/channel/UCdZ6DdCgJdMOFwE7sacBJfw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2022-09-11,【POV/2022】Santa Clara Vanguard【Quad】,,https://www.youtube.com/watch?v=vYUGT9Iskag,Douglas Stevens,https://www.youtube.com/channel/UCsaUiZ4kWHXVxK17uUrQ9uw,
動画,POV,Santa Clara Vanguard,Santa Clara Vanguard,o7if6wk,2018-08-25,【POV/2018】Santa Clara Vanguard【Contra】,,https://www.youtube.com/watch?v=-fsJs1-ymLk,Gage Cope,https://www.youtube.com/channel/UCALi4OCovNjTOCLwk5SElCg,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2018-02-11,【POV/2017】Seattle Cascades【2nd Bari】,,https://www.youtube.com/watch?v=36x6QVfQZks,Rachael Vido,https://www.youtube.com/channel/UCxy2wp-qrayB9tFDwBS014w,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2017-10-30,【POV/2017】Seattle Cascades【Lead Trumpet】,,https://www.youtube.com/watch?v=V7XmcaI3LTs,DF,https://www.youtube.com/channel/UCHgG_lCmXrtExmmrOYGNpYg,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2018-08-25,【POV/2018】Seattle Cascades【Cymbal】,,https://www.youtube.com/watch?v=cWoAVQ1kfnk,Ryan Zeutzius,https://www.youtube.com/channel/UC1Ndv3WwBAIjdbsU2lV7_dA,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2018-11-25,【POV/2018】Seattle Cascades【Lead Baritone】,,https://www.youtube.com/watch?v=b-69oVovwz8,Simmons,https://www.youtube.com/channel/UCYPg-_dZ1bnhsUFrzBCUOOQ,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2018-09-02,【POV/2018】Seattle Cascades【Lead Trumpet】,,https://www.youtube.com/watch?v=zm-80GpIYnw,THEhuntedCROWN,https://www.youtube.com/channel/UCUzakul6Y6ifu3TECBxcU1g,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2023-08-20,【POV/2023】Seattle Cascades【2nd mellophone】,,https://www.youtube.com/watch?v=sZQ3Ud1KqXg,Farmer Villager,https://www.youtube.com/channel/UCLyYr13Rtn08Iq_zeXxUCWA,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2023-08-02,【POV/2023】Seattle Cascades【Cymbal】,,https://www.youtube.com/watch?v=usSO7e4Y3h0,E Little,https://www.youtube.com/channel/UCMI6DdKUeh_4LTjAnyjdUvQ,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2023-08-07,【POV/2023】Seattle Cascades【Lead Baritone】,,https://www.youtube.com/watch?v=ltfTn4AbsZU,Greg Windsor,https://www.youtube.com/channel/UCB4vslTRZztZwPNqsTjXV0w,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2023-08-10,【POV/2023】Seattle Cascades【Trumpet】,,https://www.youtube.com/watch?v=lcuUCKvDra8,dom,https://www.youtube.com/channel/UCwtQAVo4pUHLbDwFrNjjTDQ,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2023-08-25,【POV/2023】Seattle Cascades【Tuba】,,https://www.youtube.com/watch?v=xWf0fBAaY6s,Raine,https://www.youtube.com/channel/UCSKXKqn8uYaZVyd7GF1DLdA,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2024-08-10,【POV/2024】Seattle Cascades【Baritone】,,https://www.youtube.com/watch?v=zqj0GXuXjbQ,Edbaabace,https://www.youtube.com/channel/UClHeBudP5Az0Jv5yPOedPDA,
動画,POV,Seattle Cascades,Seattle Cascades,o189hb5z,2025-04-04,【POV/2024】Seattle Cascades【Snare】,,https://www.youtube.com/watch?v=sQD7Am1g5IA,Isaac Brusse,https://www.youtube.com/channel/UCGRMvr2u-aMlC4jX9k6NhoA,
動画,POV,Blue Devils,Blue Devils,o1gyjvgf,2019-03-25,【POV/2017】Blue Devils【Mello】,,https://www.youtube.com/watch?v=x3bTc0BOC30,ThatWasLoud,https://www.youtube.com/channel/UCLzVa-QlCyIpvsTD30FnD7g,
動画,POV,Blue Knights,Blue Knights,o1pa2gye,2017-08-25,【POV/2017】Blue Knights【Lead baritone】,,https://www.youtube.com/watch?v=Y5AAY6ROU6w,Jorge Veksler,https://www.youtube.com/channel/UCnuEWLu5n3wLH2dIBEQNbQA,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2012-12-29,【POV/2012】Spirit of Atlanta【Euphonium】,,https://www.youtube.com/watch?v=XqaNYHJCBfs,Adam Soldo ,https://www.youtube.com/channel/UCUv5USdW4E28z8ehHuvlK_A,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2013-03-04,【POV/2012】Spirit of Atlanta【Contra】,,https://www.youtube.com/watch?v=nVghbw6SUAs,thatdrumcorpsguy,https://www.youtube.com/channel/UCKHXrL4AZ1ihixiCAvVG4jg,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2013-12-22,【POV/2013】Spirit of Atlanta【Euphonium】,,https://www.youtube.com/watch?v=x6Q8TBUbbQs,Adam Soldo ,https://www.youtube.com/channel/UCUv5USdW4E28z8ehHuvlK_A,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2014-08-02,【POV/2014】Spirit of Atlanta【baritone】,,https://www.youtube.com/watch?v=z4De2EhBE-8,Jeremy Cover,https://www.youtube.com/channel/UCgGKNstnEvleS7-rM05RLtQ,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2015-08-30,【POV/2015】Spirit of Atlanta【Front Ensemble】,,https://www.youtube.com/watch?v=Ce5FEoUhD5M,JAshley64,https://www.youtube.com/channel/UCEnPxEWjhGZ6TkO1ePzw0xw,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2015-08-09,【POV/2015】Spirit of Atlanta【baritone】,,https://www.youtube.com/watch?v=la9ifhDYwaA,Jeremy Cover,https://www.youtube.com/channel/UCgGKNstnEvleS7-rM05RLtQ,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2017-01-09,【POV/2016】Spirit of Atlanta【Contra】,,https://www.youtube.com/watch?v=0DZgsvEaQuA,Crumbtrail,https://www.youtube.com/channel/UCPPpxNmfz6l0bsK47tPs1aw,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2016-11-05,【POV/2016】Spirit of Atlanta【Guard】,,https://www.youtube.com/watch?v=6MRq9UlYX5A,Cameron Beal,https://www.youtube.com/channel/UC1OlUMRLmwzK7jk4oLeXW1A,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2022-12-01,【POV/2016】Spirit of Atlanta【Marimba】,,https://www.youtube.com/watch?v=vSBbJAZRQvU,Nic Farris,https://www.youtube.com/channel/UCJwcEoxbERTlK9m6PewpCtw,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2016-09-30,【POV/2016】Spirit of Atlanta【Snare】,,https://www.youtube.com/watch?v=gtnDtxE8e_o,JAshley64,https://www.youtube.com/channel/UCEnPxEWjhGZ6TkO1ePzw0xw,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2016-10-05,【POV/2016】Spirit of Atlanta【Tuba】,,https://www.youtube.com/watch?v=9eCqircyRJI,JAshley64,https://www.youtube.com/channel/UCEnPxEWjhGZ6TkO1ePzw0xw,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2018-08-26,【POV/2018】Spirit of Atlanta【POV】,,https://www.youtube.com/watch?v=BroX7_fVhCc,Michael Durcan,https://www.youtube.com/channel/UCvr4vknxqhHdM51JX6TTiKQ,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2018-08-08,【POV/2018】Spirit of Atlanta【Lead Trumpet】,,https://www.youtube.com/watch?v=M3EYrh95mmg,TheBaldRaven,https://www.youtube.com/channel/UCKT39FU4Xn-aYEGgGyxmfhQ,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2019-09-23,【POV/2019】Spirit of Atlanta【Lead Mello】,,https://www.youtube.com/watch?v=ri4zeOdcIZM,Michael Durcan,https://www.youtube.com/channel/UCvr4vknxqhHdM51JX6TTiKQ,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2019-08-12,【POV/2019】Spirit of Atlanta【Lead Trumpet】,,https://www.youtube.com/watch?v=y7LP_bL8u-U,Marshall,https://www.youtube.com/channel/UClS9YmefABMlh0OUB1mT7vA,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2019-08-11,【POV/2019】Spirit of Atlanta【Lead Trumpet】,,https://www.youtube.com/watch?v=U8mX6XRgkDg,TheBaldRaven,https://www.youtube.com/channel/UCKT39FU4Xn-aYEGgGyxmfhQ,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2019-08-18,【POV/2019】Spirit of Atlanta【Mello】,,https://www.youtube.com/watch?v=lDn7GoaR7xE,Ian Chipps,https://www.youtube.com/channel/UCHrybI2Clx3bemrRG53_OSg,
動画,POV,Spirit of Atlanta,Spirit of Atlanta,o16btm95,2019-08-15,【POV/2019】Spirit of Atlanta【Tuba】,,https://www.youtube.com/watch?v=VxSVOtjDUxU,Bryan Escarcega,https://www.youtube.com/channel/UC95vsMAWUNrbmCHU3m8InCw,
